India Temperature,India Precipitation,India Relative Humidity,India Wind Speed,India Wind Direction,India Mean Sea Level Pressure,Japan Temperature,Japan Precipitation Total,Japan Relative Humidity,Japan Wind Speed,Japan Wind Direction,Japan Mean Sea Level Pressure,Year,Month,Day,Tree Level India,Grass Level India,Weed Level India,Tree Level Japan,Grass Level Japan,Weed Level Japan
27.677973,0,71,2.968636,194.03624,1010.9,18.791178,0,20,15.03835,312.08917,1021.4,2010,7,29,L,L,L,L,L,L
26.397972,0,74,6.3690495,222.7094,1011.3,17.03118,0,22,15.876775,302.96942,1021.9,2010,7,30,L,L,L,L,L,L
26.607971,0,73,4.3349743,221.63354,1011.4,15.471178,0,23,15.1884165,301.42957,1022.5,2010,7,31,L,L,L,L,L,L
26.697971,0.3,73,3.5455887,156.0375,1012,14.831178,0,26,11.165805,339.22775,1022.1,2010,8,1,L,L,L,,,
25.737972,0,79,1.9386592,111.80141,1013.2,13.761178,0,25,10.24578,341.56506,1022,2010,8,2,L,L,L,,,
25.737972,0.2,79,1.8,360,1012.7,12.861177,0,25,10.931203,342.75854,1021.9,2010,8,3,,,,L,L,L
26.027971,0.3,76,3.2599385,6.340164,1012.6,11.991178,0,27,10.703569,340.3462,1021.8,2010,8,4,,,,L,L,L
26.107971,0.4,75,5.4833565,23.198593,1012.3,11.271177,0,31,8.891343,328.24054,1021.7,2010,8,5,,,,L,L,L
25.867971,0.7,75,5.315336,28.30075,1012.1,10.561177,0,35,8.39657,329.03625,1021.7,2010,8,6,L,L,L,L,L,L
25.337973,0.5,76,4.072935,44.999985,1011.9,9.931178,0,37,8.534353,332.35403,1021.5,2010,8,7,L,L,M,L,L,L
24.727972,0.6,80,4.0249224,79.695145,1011.9,9.081178,0,40,8.891344,338.6294,1021.7,2010,8,8,L,L,M,,,
24.097973,0,81,4.2136917,19.983109,1012.6,11.181178,0,81,6.2145634,259.992,1022.3,2010,8,9,L,L,M,,,
23.397972,0,84,4.896529,17.102722,1013.2,11.211178,0,76,4.510787,241.38954,1022.3,2010,8,10,,,,,,
23.867971,0,82,4.73506,8.74614,1013.9,11.871178,0,75,2.5455842,225,1022.4,2010,8,11,,,,L,L,L
25.227972,0,73,3.6179552,84.289406,1014.3,13.941177,0,72,1.609969,153.43495,1022,2010,8,12,L,L,M,L,L,L
26.437971,0,64,4.6102495,128.6598,1014.5,15.941178,0,65,5.1544156,167.90524,1021.7,2010,8,13,L,L,M,L,L,L
27.957972,0,57,6.12,151.9275,1014.5,17.891178,0,62,9.779817,186.3402,1021.3,2010,8,14,L,L,L,L,L,L
29.397972,0,51,8.12197,167.19574,1014.4,19.69118,0,59,14.799459,198.43495,1020.6,2010,8,15,L,L,L,,,
30.557972,0,46,11.165805,178.15239,1013.3,20.051178,0,59,19.011953,198.77803,1020,2010,8,16,L,L,L,,,
31.257973,0,44,15.905319,185.19443,1012.5,18.981178,0,65,23.400002,194.25003,1019.7,2010,8,17,,,,L,L,L
31.117971,0,45,20.176065,195.52411,1011.8,18.61118,0,67,25.233406,194.03624,1019.4,2010,8,18,,,,L,L,L
30.287971,0,49,22.057161,206.14685,1011.6,18.991179,0,67,25.862436,196.1645,1018.9,2010,8,19,L,L,M,L,L,L
28.747972,0,56,22.97522,215.43332,1011.3,19.561178,0,64,26.368616,194.22597,1018.2,2010,8,20,L,L,M,L,L,L
28.897972,0,56,20.746122,218.6598,1010.9,19.831179,0,64,28.988384,194.3814,1017.9,2010,8,21,,,,L,L,L
27.807972,0,60,19.296135,216.65611,1011.5,19.071178,0,66,30.124065,194.53445,1017.8,2010,8,22,L,L,H,,,
25.837973,0,68,16.870138,219.80557,1012.3,17.891178,0,69,30.821548,194.19855,1017.9,2010,8,23,L,L,M,,,
24.427973,0,76,14.021525,221.87787,1013.1,16.751179,0,73,29.869154,195.37625,1018.2,2010,8,24,,,,L,L,L
23.637972,0,81,10.948973,226.33223,1013.6,16.171179,0,75,28.691795,197.52557,1018.5,2010,8,25,,,,L,L,L
23.277971,0,82,7.289445,237.09476,1014.1,15.701178,0,78,27.691935,195.84308,1018.5,2010,8,26,L,L,M,L,L,L
22.887972,0,84,4.39436,235.00798,1014.5,15.411178,0,79,27.248457,195.3215,1018.2,2010,8,27,L,L,M,L,L,L
22.777971,0,84,3.0547013,225,1014,15.301178,0,81,26.999998,196.26021,1018.1,2010,8,28,L,L,M,L,L,L
23.927973,0,89,1.0182338,225,1012.9,13.931178,0,59,12.413477,330.46124,1018.1,2010,8,29,L,L,H,,,
23.967972,0,90,0.71999997,89.99999,1012.4,13.041178,0,62,11.435313,331.8214,1018.6,2010,8,30,L,L,H,,,
23.867971,0,90,1.8,53.130096,1012.5,12.301178,0,65,10.495713,337.83365,1019.3,2010,8,31,,,,L,L,L
24.167973,1,88,3.5455887,23.962494,1012.4,11.661178,0,67,9.346143,344.35776,1020,2010,9,1,,,,L,L,M
24.247972,0.1,86,4.2136917,19.983109,1012.2,10.931178,0,69,6.519877,353.65985,1020.9,2010,9,2,L,L,M,L,L,L
24.337973,1.1,85,3.5455887,23.962494,1013,10.161178,0,70,6.4799995,360,1021.8,2010,9,3,L,L,M,L,L,M
24.277971,3,87,4.8433046,48.01277,1013,10.461178,0,68,8.669949,4.7636414,1022.8,2010,9,4,L,L,M,L,L,L
24.167973,3.1,87,5.904439,52.431404,1013.9,11.761178,0,62,11.440979,24.145538,1023.4,2010,9,5,L,L,M,,,
24.077972,2.7,87,5.495161,31.607498,1014.4,13.041178,0,60,10.948973,43.66777,1023.7,2010,9,6,L,L,M,,,
24.167973,1,88,3.5455887,23.962494,1012.4,11.661178,0,67,9.346143,344.35776,1020,2010,9,7,,,,,,
24.247972,0.1,86,4.2136917,19.983109,1012.2,10.931178,0,69,6.519877,353.65985,1020.9,2010,9,8,,,,L,L,M
24.337973,1.1,85,3.5455887,23.962494,1013,10.161178,0,70,6.4799995,360,1021.8,2010,9,9,L,L,L,L,L,M
24.277971,3,87,4.8433046,48.01277,1013,10.461178,0,68,8.669949,4.7636414,1022.8,2010,9,10,L,L,L,L,L,M
24.167973,3.1,87,5.904439,52.431404,1013.9,11.761178,0,62,11.440979,24.145538,1023.4,2010,9,11,L,L,L,L,L,M
24.077972,2.7,87,5.495161,31.607498,1014.4,13.041178,0,60,10.948973,43.66777,1023.7,2010,9,12,L,M,M,,,
24.347973,0.5,83,2.52,360,1014.7,14.401177,0,59,9,53.130096,1023.9,2010,9,13,L,L,M,,,
25.827972,0.1,73,4.510787,61.38954,1014.5,15.931178,0,53,7.0911775,66.037506,1023.6,2010,9,14,,,,L,L,M
26.737972,0.2,69,4.2136917,109.9831,1013.7,17.331179,0,44,5.0142193,68.96249,1023,2010,9,15,,,,L,L,H
28.787971,0,61,5.3999996,143.1301,1012.6,18.60118,0,38,3.7585104,73.30075,1022.1,2010,9,16,L,L,L,L,L,H
30.137972,0,57,5.495161,148.3925,1011.5,19.621178,0,33,3.396233,57.994614,1021.5,2010,9,17,L,L,L,L,L,M
29.097973,0,59,4.1046314,164.74487,1010.9,20.52118,0,29,3.319036,12.528809,1021.1,2010,9,18,L,L,L,L,L,M
30.407972,0,54,1.835647,168.69006,1010.2,21.27118,0,24,4.452954,345.96375,1020.4,2010,9,19,L,L,L,L,L,M
30.607971,0,52,1.609969,153.43495,1009.6,21.731178,0,20,8.78872,325.008,1020.1,2010,9,20,L,L,L,,,
29.507973,0,60,4.3349743,184.76364,1010.2,20.841179,0,18,14.021525,318.12213,1020.6,2010,9,21,,,,L,M,M
27.677973,0,71,2.968636,194.03624,1010.9,18.791178,0,20,15.03835,312.08917,1021.4,2010,9,22,,,,L,L,L
26.397972,0,74,6.3690495,222.7094,1011.3,17.03118,0,22,15.876775,302.96942,1021.9,2010,9,23,L,L,L,L,L,L
26.607971,0,73,4.3349743,221.63354,1011.4,15.471178,0,23,15.1884165,301.42957,1022.5,2010,9,24,L,L,L,L,L,M
26.697971,0.3,73,3.5455887,156.0375,1012,14.831178,0,26,11.165805,339.22775,1022.1,2010,9,25,L,L,L,L,L,M
25.737972,0,79,1.9386592,111.80141,1013.2,13.761178,0,25,10.24578,341.56506,1022,2010,9,26,L,L,L,,,
25.737972,0.2,79,1.8,360,1012.7,12.861177,0,25,10.931203,342.75854,1021.9,2010,9,27,L,L,L,,,
26.027971,0.3,76,3.2599385,6.340164,1012.6,11.991178,0,27,10.703569,340.3462,1021.8,2010,9,28,,,,L,L,L
26.107971,0.4,75,5.4833565,23.198593,1012.3,11.271177,0,31,8.891343,328.24054,1021.7,2010,9,29,,,,L,L,L
25.867971,0.7,75,5.315336,28.30075,1012.1,10.561177,0,35,8.39657,329.03625,1021.7,2010,9,30,L,L,L,L,L,L
25.337973,0.5,76,4.072935,44.999985,1011.9,9.931178,0,37,8.534353,332.35403,1021.5,2010,10,1,L,L,L,L,L,L
24.727972,0.6,80,4.0249224,79.695145,1011.9,9.081178,0,40,8.891344,338.6294,1021.7,2010,10,2,L,L,L,L,L,M
24.117971,0.7,85,4.6938252,94.398705,1012.7,8.561177,0,40,8.891344,338.6294,1022,2010,10,3,L,L,L,,,
23.677973,0.3,86,4.1046314,74.74488,1013.3,8.801178,0,44,10.00256,329.7436,1022.3,2010,10,4,L,L,L,,,
25.037971,0,74,7.968939,18.434952,1013.4,11.131178,0,39,12.287555,328.17255,1022,2010,10,5,,,,L,L,L
27.307972,0,60,9.504273,24.623566,1013.1,14.0711775,0,34,12.096214,323.47113,1021.2,2010,10,6,,,,L,L,L
29.577972,0,49,7.7043357,37.40535,1012.8,16.93118,0,28,12.984975,316.1233,1020.6,2010,10,7,L,L,L,L,L,L
30.887972,0,43,7.42159,50.906143,1012.4,19.661179,0,23,11.119281,299.0546,1019.7,2010,10,8,L,L,L,L,L,L
26.437971,0,64,4.6102495,128.6598,1014.5,15.941178,0,65,5.1544156,167.90524,1021.7,2010,10,9,L,L,L,L,L,L
27.957972,0,57,6.12,151.9275,1014.5,17.891178,0,62,9.779817,186.3402,1021.3,2010,10,10,L,L,L,,,
29.397972,0,51,8.12197,167.19574,1014.4,19.69118,0,59,14.799459,198.43495,1020.6,2010,10,11,L,L,L,,,
30.557972,0,46,11.165805,178.15239,1013.3,20.051178,0,59,19.011953,198.77803,1020,2010,10,12,,,,L,L,L
31.257973,0,44,15.905319,185.19443,1012.5,18.981178,0,65,23.400002,194.25003,1019.7,2010,10,13,,,,L,L,L
31.117971,0,45,20.176065,195.52411,1011.8,18.61118,0,67,25.233406,194.03624,1019.4,2010,10,14,L,L,L,L,L,L
30.287971,0,49,22.057161,206.14685,1011.6,18.991179,0,67,25.862436,196.1645,1018.9,2010,10,15,L,L,L,L,L,L
28.747972,0,56,22.97522,215.43332,1011.3,19.561178,0,64,26.368616,194.22597,1018.2,2010,10,16,L,L,L,L,L,M
28.897972,0,56,20.746122,218.6598,1010.9,19.831179,0,64,28.988384,194.3814,1017.9,2010,10,17,L,L,L,,,
27.807972,0,60,19.296135,216.65611,1011.5,19.071178,0,66,30.124065,194.53445,1017.8,2010,10,18,L,L,L,,,
25.837973,0,68,16.870138,219.80557,1012.3,17.891178,0,69,30.821548,194.19855,1017.9,2010,10,19,,,,L,L,L
24.427973,0,76,14.021525,221.87787,1013.1,16.751179,0,73,29.869154,195.37625,1018.2,2010,10,20,,,,L,L,L
23.637972,0,81,10.948973,226.33223,1013.6,16.171179,0,75,28.691795,197.52557,1018.5,2010,10,21,,,,L,L,L
23.277971,0,82,7.289445,237.09476,1014.1,15.701178,0,78,27.691935,195.84308,1018.5,2010,10,22,,,,L,L,L
22.887972,0,84,4.39436,235.00798,1014.5,15.411178,0,79,27.248457,195.3215,1018.2,2010,10,23,,,,L,L,L
22.777971,0,84,3.0547013,225,1014,15.301178,0,81,26.999998,196.26021,1018.1,2010,10,24,,,,,,
23.927973,0,89,1.0182338,225,1012.9,13.931178,0,59,12.413477,330.46124,1018.1,2010,10,25,,,,,,
23.967972,0,90,0.71999997,89.99999,1012.4,13.041178,0,62,11.435313,331.8214,1018.6,2010,10,26,,,,L,L,L
23.867971,0,90,1.8,53.130096,1012.5,12.301178,0,65,10.495713,337.83365,1019.3,2010,10,27,,,,L,L,L
24.167973,1,88,3.5455887,23.962494,1012.4,11.661178,0,67,9.346143,344.35776,1020,2010,10,28,,,,L,L,L
24.247972,0.1,86,4.2136917,19.983109,1012.2,10.931178,0,69,6.519877,353.65985,1020.9,2010,10,29,,,,L,L,L
24.337973,1.1,85,3.5455887,23.962494,1013,10.161178,0,70,6.4799995,360,1021.8,2010,10,30,,,,L,L,L
24.277971,3,87,4.8433046,48.01277,1013,10.461178,0,68,8.669949,4.7636414,1022.8,2010,10,31,,,,,,
24.167973,3.1,87,5.904439,52.431404,1013.9,11.761178,0,62,11.440979,24.145538,1023.4,2010,11,1,,,,,,
24.077972,2.7,87,5.495161,31.607498,1014.4,13.041178,0,60,10.948973,43.66777,1023.7,2010,11,2,,,,L,L,L
24.167973,1,88,3.5455887,23.962494,1012.4,11.661178,0,67,9.346143,344.35776,1020,2010,11,3,,,,L,L,L
24.247972,0.1,86,4.2136917,19.983109,1012.2,10.931178,0,69,6.519877,353.65985,1020.9,2010,11,4,,,,L,L,L
24.337973,1.1,85,3.5455887,23.962494,1013,10.161178,0,70,6.4799995,360,1021.8,2010,11,5,,,,L,L,L
24.277971,3,87,4.8433046,48.01277,1013,10.461178,0,68,8.669949,4.7636414,1022.8,2010,11,6,,,,L,L,L
24.167973,3.1,87,5.904439,52.431404,1013.9,11.761178,0,62,11.440979,24.145538,1023.4,2010,11,7,,,,,,
24.077972,2.7,87,5.495161,31.607498,1014.4,13.041178,0,60,10.948973,43.66777,1023.7,2010,11,8,L,L,L,,,
24.347973,0.5,83,2.52,360,1014.7,14.401177,0,59,9,53.130096,1023.9,2010,11,9,,,,L,L,L
25.827972,0.1,73,4.510787,61.38954,1014.5,15.931178,0,53,7.0911775,66.037506,1023.6,2010,11,10,,,,L,L,L
26.737972,0.2,69,4.2136917,109.9831,1013.7,17.331179,0,44,5.0142193,68.96249,1023,2010,11,11,L,L,L,L,L,L
28.787971,0,61,5.3999996,143.1301,1012.6,18.60118,0,38,3.7585104,73.30075,1022.1,2010,11,12,L,L,L,L,L,L
30.137972,0,57,5.495161,148.3925,1011.5,19.621178,0,33,3.396233,57.994614,1021.5,2010,11,13,L,L,L,L,L,L
29.097973,0,59,4.1046314,164.74487,1010.9,20.52118,0,29,3.319036,12.528809,1021.1,2010,11,14,L,L,L,,,
30.407972,0,54,1.835647,168.69006,1010.2,21.27118,0,24,4.452954,345.96375,1020.4,2010,11,15,L,L,L,,,
30.607971,0,52,1.609969,153.43495,1009.6,21.731178,0,20,8.78872,325.008,1020.1,2010,11,16,,,,L,L,L
28.897972,0,56,20.746122,218.6598,1010.9,19.831179,0,64,28.988384,194.3814,1017.9,2010,11,17,,,,L,L,L
27.807972,0,60,19.296135,216.65611,1011.5,19.071178,0,66,30.124065,194.53445,1017.8,2010,11,18,L,L,L,L,L,L
25.837973,0,68,16.870138,219.80557,1012.3,17.891178,0,69,30.821548,194.19855,1017.9,2010,11,19,L,L,L,L,L,L
24.427973,0,76,14.021525,221.87787,1013.1,16.751179,0,73,29.869154,195.37625,1018.2,2010,11,20,L,L,L,L,L,L
23.637972,0,81,10.948973,226.33223,1013.6,16.171179,0,75,28.691795,197.52557,1018.5,2010,11,21,L,L,L,,,
23.277971,0,82,7.289445,237.09476,1014.1,15.701178,0,78,27.691935,195.84308,1018.5,2010,11,22,L,L,L,,,
22.887972,0,84,4.39436,235.00798,1014.5,15.411178,0,79,27.248457,195.3215,1018.2,2010,11,23,,,,L,L,L
22.777971,0,84,3.0547013,225,1014,15.301178,0,81,26.999998,196.26021,1018.1,2010,11,24,,,,L,L,L
23.927973,0,89,1.0182338,225,1012.9,13.931178,0,59,12.413477,330.46124,1018.1,2010,11,25,,,,L,L,L
23.967972,0,90,0.71999997,89.99999,1012.4,13.041178,0,62,11.435313,331.8214,1018.6,2010,11,26,L,L,L,,,
23.867971,0,90,1.8,53.130096,1012.5,12.301178,0,65,10.495713,337.83365,1019.3,2010,11,27,L,L,L,L,L,L
24.167973,1,88,3.5455887,23.962494,1012.4,11.661178,0,67,9.346143,344.35776,1020,2010,11,28,L,L,L,,,
24.247972,0.1,86,4.2136917,19.983109,1012.2,10.931178,0,69,6.519877,353.65985,1020.9,2010,11,29,L,L,L,,,
24.337973,1.1,85,3.5455887,23.962494,1013,10.161178,0,70,6.4799995,360,1021.8,2010,11,30,,,,L,L,L
24.277971,3,87,4.8433046,48.01277,1013,10.461178,0,68,8.669949,4.7636414,1022.8,2010,12,1,,,,L,L,L
24.167973,3.1,87,5.904439,52.431404,1013.9,11.761178,0,62,11.440979,24.145538,1023.4,2010,12,2,,,,L,L,L
24.077972,2.7,87,5.495161,31.607498,1014.4,13.041178,0,60,10.948973,43.66777,1023.7,2010,12,3,L,L,L,L,L,L
24.167973,1,88,3.5455887,23.962494,1012.4,11.661178,0,67,9.346143,344.35776,1020,2010,12,4,L,L,L,L,L,L
24.247972,0.1,86,4.2136917,19.983109,1012.2,10.931178,0,69,6.519877,353.65985,1020.9,2010,12,5,L,L,L,,,
24.337973,1.1,85,3.5455887,23.962494,1013,10.161178,0,70,6.4799995,360,1021.8,2010,12,6,L,L,L,,,
24.277971,3,87,4.8433046,48.01277,1013,10.461178,0,68,8.669949,4.7636414,1022.8,2010,12,7,,,,L,L,L
24.167973,3.1,87,5.904439,52.431404,1013.9,11.761178,0,62,11.440979,24.145538,1023.4,2010,12,8,,,,L,L,L
24.077972,2.7,87,5.495161,31.607498,1014.4,13.041178,0,60,10.948973,43.66777,1023.7,2010,12,9,L,L,L,L,L,L
24.347973,0.5,83,2.52,360,1014.7,14.401177,0,59,9,53.130096,1023.9,2010,12,10,L,L,L,L,L,L
25.827972,0.1,73,4.510787,61.38954,1014.5,15.931178,0,53,7.0911775,66.037506,1023.6,2010,12,11,L,L,L,L,L,L
26.737972,0.2,69,4.2136917,109.9831,1013.7,17.331179,0,44,5.0142193,68.96249,1023,2010,12,12,L,L,L,,,
28.787971,0,61,5.3999996,143.1301,1012.6,18.60118,0,38,3.7585104,73.30075,1022.1,2010,12,13,L,L,L,,,
30.137972,0,57,5.495161,148.3925,1011.5,19.621178,0,33,3.396233,57.994614,1021.5,2010,12,14,,,,L,L,L
29.097973,0,59,4.1046314,164.74487,1010.9,20.52118,0,29,3.319036,12.528809,1021.1,2010,12,15,,,,L,L,L
30.407972,0,54,1.835647,168.69006,1010.2,21.27118,0,24,4.452954,345.96375,1020.4,2010,12,16,M,L,L,L,L,L
24.757973,0,76,3.8268526,48.81407,1011,7.1311774,0,48,17.917007,337.55725,1017.8,2010,12,17,M,L,L,L,L,L
24.457972,0,77,4.1046314,37.87497,1011.4,6.421178,0,51,15.94601,331.69925,1018,2010,12,18,L,L,L,L,L,L
24.337973,0,77,5.4833565,23.198593,1012.4,5.9011774,0,53,15.941944,334.5923,1018.6,2010,12,19,M,L,L,,,
24.447971,0,76,6.9527545,21.250488,1013.2,6.3111777,0,53,17.917007,337.55725,1019.2,2010,12,20,L,L,L,,,
25.827972,0,68,3.6179552,95.71059,1013.5,7.7211776,0,51,19.011953,341.222,1019.1,2010,12,21,,,,L,L,L
27.647972,0,59,5.1919937,123.69006,1013.4,9.2811775,0,45,20.316889,352.875,1019.1,2010,12,22,,,,L,L,L
22.45797,0,55,6.297428,149.03624,1013.3,10.361177,0,38,21.746504,353.34558,1019.1,2010,12,23,L,L,L,L,L,L
21.12345,0,48,6.28713,166.75948,1012.7,11.841178,0,33,17.643673,1.1691284,1018.2,2010,12,24,L,L,L,L,L,L
23.12671,0,43,9.726665,177.8789,1011.8,13.231177,0,32,16.56,360,1018,2010,12,25,L,L,L,,,
20.12645,0,43,16.62249,184.96974,1011.1,14.591178,0,29,18.532133,352.1847,1017.5,2010,12,26,L,L,L,,,
21.387972,0,48,20.380579,197.47478,1010.8,15.701178,0,27,19.469975,340.55997,1016.8,2010,12,27,L,L,L,,,
30.427973,0,54,21.578989,207.84758,1010.5,16.131178,0,25,21.273533,336.03754,1016.6,2010,12,28,,,,L,L,L
29.807972,0,58,22.86496,213.43987,1010,16.211178,0,26,22.702845,345.30267,1016.6,2010,12,29,,,,L,L,L
28.347973,0,63,20.240198,218.50066,1009.6,16.061178,0,26,21.434364,352.2782,1017,2010,12,30,L,L,L,L,L,L
28.287971,0,64,19.134262,221.18593,1010.2,15.501178,0,27,20.188908,356.93353,1018,2010,12,31,L,L,L,L,L,L
26.847973,0,69,17.057314,225.8551,1010.8,14.191177,0,30,18,360,1019.4,2011,1,1,L,L,L,,,
25.427973,0,75,10.315115,240.75117,1011.5,12.561177,0,34,16.56,360,1020.7,2011,1,2,L,L,L,,,
25.457972,0,74,5.0142193,248.9625,1011.8,11.0711775,0,37,15.119999,360,1022,2011,1,3,,,,,,
25.767971,0,72,1.484318,194.03624,1012.2,10.001178,0,38,13.397612,6.1701508,1023,2011,1,4,,,,L,L,L
25.737972,0,72,1.4399999,89.99999,1012.8,9.621178,0,40,15.124284,91.36392,1023.6,2011,1,5,,,,L,L,L
25.137972,0,74,2.9024127,29.744873,1012.3,9.291178,0,43,13.207634,72.5528,1023.5,2011,1,6,M,L,L,L,L,L
24.767971,0,75,4.452954,14.03624,1012.2,9.021177,0,48,10.30883,65.224846,1023.5,2011,1,7,L,L,L,L,L,L
24.627972,0,75,5.8048253,7.125,1012,9.101177,0,53,7.42159,67.166336,1024.1,2011,1,8,M,L,L,L,L,L
24.657972,0,74,7.2,360,1011.9,8.911178,0,53,8.473393,77.73522,1024.3,2011,1,9,M,L,L,,,
24.697971,0,73,7.2359104,5.7105865,1011.9,8.631178,0,51,9.47012,81.25384,1024.3,2011,1,10,M,L,L,,,
24.877972,0,73,9.449572,17.74466,1011.8,8.341178,0,53,9.3876505,85.60129,1024.6,2011,1,11,,,,L,L,L
23.797972,0,79,8.0899935,32.275635,1012.9,8.221178,0,53,8.287822,92.48955,1025.3,2011,1,12,,,,L,L,L
23.077972,0,82,7.4128532,29.05458,1013.6,8.651177,0,52,8.647496,92.38594,1025.6,2011,1,13,M,L,L,L,L,L
25.617971,0,63,5.495161,58.392494,1014,9.5311775,0,50,8.287822,92.48955,1025.7,2011,1,14,H,L,L,L,L,L
27.567972,0,56,5.3999996,89.99999,1013.8,10.651177,0,47,8.905908,104.03624,1025.6,2011,1,15,M,L,L,L,L,L
28.357971,0,55,6.297428,120.963745,1013.5,11.911178,0,47,11.019764,128.36748,1025.7,2011,1,16,M,L,L,,,
30.367971,0,49,6.151683,159.44395,1013.2,13.641177,0,50,11.923557,151.11342,1025,2011,1,17,L,L,L,,,
31.237972,0,46,11.252519,187.35239,1012.4,15.251178,0,54,14.81259,154.05771,1024.1,2011,1,18,,,,L,L,L
31.617971,0,44,16.418526,195.25513,1011.7,16.60118,0,57,18.58451,158.4047,1023.1,2011,1,19,,,,L,L,L
31.017971,0,47,21.659916,201.44774,1011,17.741179,0,57,21.518847,162.47443,1022.1,2011,1,20,M,L,L,L,L,L
30.317972,0,52,21.794127,210.80145,1010.5,18.19118,0,55,24.448214,166.373,1021.6,2011,1,21,M,L,L,L,L,L
30.117971,0,55,19.08,211.8908,1010,18.571178,0,53,24.503809,169.84573,1021.4,2011,1,22,H,L,L,,,
29.687971,0,56,19.576189,212.22876,1009.6,18.721178,0,51,23.759998,180,1020.9,2011,1,23,H,L,L,,,
28.597973,0,60,17.283749,215.6764,1010,18.161179,0,55,24.57511,185.04245,1021.3,2011,1,24,H,L,L,,,
26.957972,0,66,14.291592,220.91438,1010.5,17.211178,0,60,25.922499,189.59314,1021.6,2011,1,25,,,,L,L,L
25.667973,0,73,12.261157,220.23636,1011,16.18118,0,64,26.901417,195.52411,1021.6,2011,1,26,,,,L,L,L
24.937971,0,77,9.220499,218.65982,1011.5,15.5711775,0,67,27.219902,200.1126,1021.8,2011,1,27,H,L,L,L,L,L
24.357971,0,80,5.1919937,213.69006,1012.3,15.181178,0,71,25.40743,200.74608,1022.2,2011,1,28,M,L,L,L,L,L
24.057972,0,82,2.0991426,210.96376,1013.1,14.911178,0,70,18.892282,210.96376,1022.2,2011,1,29,H,L,L,L,L,L
24.107971,0,82,0,180,1012.7,14.391177,0,70,14.77755,214.0772,1022,2011,1,30,H,L,L,,,
23.957972,0,82,1.2979984,33.690063,1012.7,13.751178,0,71,11.592895,205.76933,1021.4,2011,1,31,M,L,L,,,
24.227972,0,81,1.609969,63.43495,1012.7,13.001178,0,75,10.464797,229.18492,1021.7,2011,2,1,,,,L,L,L
23.677973,0,84,2.0364676,44.999985,1012.7,12.141177,0,80,7.5685663,244.65384,1021.8,2011,2,2,,,,L,L,L
23.727972,0,83,3.5455887,23.962494,1012.7,11.521177,0,82,7.5170207,253.30075,1022.1,2011,2,3,M,L,L,M,L,L
28.897972,0,56,20.746122,218.6598,1010.9,19.831179,0,64,28.988384,194.3814,1017.9,2011,2,4,M,L,L,M,L,L
27.807972,0,60,19.296135,216.65611,1011.5,19.071178,0,66,30.124065,194.53445,1017.8,2011,2,5,M,L,L,M,L,L
25.837973,0,68,16.870138,219.80557,1012.3,17.891178,0,69,30.821548,194.19855,1017.9,2011,2,6,M,L,L,,,
24.427973,0,76,14.021525,221.87787,1013.1,16.751179,0,73,29.869154,195.37625,1018.2,2011,2,7,H,L,L,,,
23.637972,0,81,10.948973,226.33223,1013.6,16.171179,0,75,28.691795,197.52557,1018.5,2011,2,8,,,,M,L,L
23.277971,0,82,7.289445,237.09476,1014.1,15.701178,0,78,27.691935,195.84308,1018.5,2011,2,9,,,,M,L,L
22.887972,0,84,4.39436,235.00798,1014.5,15.411178,0,79,27.248457,195.3215,1018.2,2011,2,10,M,L,L,L,L,L
22.777971,0,84,3.0547013,225,1014,15.301178,0,81,26.999998,196.26021,1018.1,2011,2,11,H,L,L,L,L,L
23.927973,0,89,1.0182338,225,1012.9,13.931178,0,59,12.413477,330.46124,1018.1,2011,2,12,H,L,L,L,L,L
23.967972,0,90,0.71999997,89.99999,1012.4,13.041178,0,62,11.435313,331.8214,1018.6,2011,2,13,H,M,L,,,
23.867971,0,90,1.8,53.130096,1012.5,12.301178,0,65,10.495713,337.83365,1019.3,2011,2,14,H,L,L,,,
24.167973,1,88,3.5455887,23.962494,1012.4,11.661178,0,67,9.346143,344.35776,1020,2011,2,15,,,,M,L,L
24.247972,0.1,86,4.2136917,19.983109,1012.2,10.931178,0,69,6.519877,353.65985,1020.9,2011,2,16,,,,M,L,L
24.337973,1.1,85,3.5455887,23.962494,1013,10.161178,0,70,6.4799995,360,1021.8,2011,2,17,H,L,L,L,L,L
24.277971,3,87,4.8433046,48.01277,1013,10.461178,0,68,8.669949,4.7636414,1022.8,2011,2,18,H,L,L,L,L,L
24.167973,3.1,87,5.904439,52.431404,1013.9,11.761178,0,62,11.440979,24.145538,1023.4,2011,2,19,H,L,L,L,L,L
24.077972,2.7,87,5.495161,31.607498,1014.4,13.041178,0,60,10.948973,43.66777,1023.7,2011,2,20,E,L,L,,,
24.167973,1,88,3.5455887,23.962494,1012.4,11.661178,0,67,9.346143,344.35776,1020,2011,2,21,E,L,L,,,
24.247972,0.1,86,4.2136917,19.983109,1012.2,10.931178,0,69,6.519877,353.65985,1020.9,2011,2,22,,,,H,L,L
24.337973,1.1,85,3.5455887,23.962494,1013,10.161178,0,70,6.4799995,360,1021.8,2011,2,23,,,,H,L,L
24.277971,3,87,4.8433046,48.01277,1013,10.461178,0,68,8.669949,4.7636414,1022.8,2011,2,24,E,L,L,H,L,L
24.167973,3.1,87,5.904439,52.431404,1013.9,11.761178,0,62,11.440979,24.145538,1023.4,2011,2,25,E,L,H,M,L,L
